logFC	logCPM	LR	PValue	FDR
RP11-54A4.2	-0.876790711428609	5.5055426867445	58.7692809915659	1.77287692377452e-14	6.29515227594021e-14
CTD-3184A7.4	0.769352336492299	8.29265487911263	58.7279346278044	1.81052636243175e-14	6.4249748618747e-14
RP5-968P14.2	0.657811092920062	6.83935331612596	58.7202522756872	1.81760943220829e-14	6.44623645476872e-14
CTD-2006H14.2	0.53417080282205	7.87266832282818	58.7028596030364	1.83374794928405e-14	6.49956881183812e-14
RP11-548P2.2	-0.918077708085535	3.44632947488043	58.6831146338523	1.8522429788083e-14	6.56118463699039e-14
RP4-784A16.5	1.54247455924955	3.10828267301553	58.6784802467423	1.85661096452348e-14	6.57271447572612e-14
C9orf173-AS1	1.11937218782453	5.73414083099348	58.6675104281353	1.86699131195367e-14	6.60550251473123e-14
RP11-513G11.4	1.42540614938942	6.57073429069617	58.5901681454839	1.94184422725274e-14	6.86622165384876e-14
RP5-1024G6.5	0.663813481270947	6.55368086460634	58.5712410539122	1.96061490501348e-14	6.92844465236662e-14
RP11-417L19.6	0.706214765609527	5.18799413376015	58.5348499052225	1.99721692143818e-14	7.05356813462466e-14
RP11-234G16.5	-1.02738625878182	3.53703449030217	58.5111779637243	2.02139224071524e-14	7.13468092135297e-14
RP11-191L17.1	1.04600379309407	4.38390234650971	58.4817095927069	2.05189675800748e-14	7.23802291280418e-14
RP11-217B1.2	0.848690754333037	4.93635633527205	58.4755854844632	2.05829377452563e-14	7.25625357526797e-14
RP11-677M14.7	-0.726738584340128	6.4506731439248	58.4692058600692	2.06497891489234e-14	7.27547762078715e-14
RP5-1014D13.2	0.416034700116239	7.58853161624289	58.2979811921502	2.25275142803813e-14	7.9323179383215e-14
XXbac-BPG249D20.9	-0.878207660047584	3.47036587176768	58.2933952224107	2.25800887958142e-14	7.94609203452222e-14
CTD-2517M22.14	0.990691006813453	7.39696353054528	58.1983895314395	2.36972979333193e-14	8.33427899322517e-14
LINC01389	1.07473108530684	5.18434654091749	58.155217168495	2.42230940236441e-14	8.51412917914397e-14
RP11-834C11.5	1.09393871614405	3.78346580389315	58.1456211016043	2.43415410776977e-14	8.55067222271297e-14
LINC00896	1.38288527104209	4.72190788311736	58.0919168918074	2.50152051185699e-14	8.7820919277738e-14
DLEU7-AS1	0.996336972885221	4.72813828120965	58.0292281238244	2.58252040052843e-14	9.06107128052311e-14
RP11-307C19.2	1.26667245709998	5.3006544639312	58.0246591737925	2.58852551111706e-14	9.07657468757803e-14
CTC-444N24.8	0.549292141474414	8.9646897961534	58.0235288625272	2.59001326817426e-14	9.07657468757803e-14
CTD-2024P10.2	0.968383495462145	3.15282756795289	58.0146793658953	2.60169090893197e-14	9.11209063893434e-14
LINC01105	2.8034781950529	6.30506665285896	57.930697584098	2.71516771731936e-14	9.50389174319552e-14
RP11-1018N14.5	1.32254861352305	4.58350555584676	57.7619388822091	2.95839000970744e-14	1.03491072318261e-13
CTC-428H11.2	-0.501601177388495	5.46047676913763	57.7456145932813	2.98304371039706e-14	1.04291729484278e-13
RP11-803B1.8	-0.786352370910025	4.48535656100452	57.7147172580751	3.03027044403169e-14	1.05880159597675e-13
RP1-20B11.2	1.83512671986581	3.50395021910693	57.6897082762225	3.06904407514904e-14	1.07171527284182e-13
CTD-2619J13.8	0.655784020851125	6.44902097832256	57.6201769896522	3.17947303679314e-14	1.10962105687136e-13
RP11-60A24.3	1.5250317023367	3.65030407804215	57.5930232755131	3.22366999292002e-14	1.12438105777866e-13
FLJ31356	1.02698015635692	5.19557528589679	57.5854391894161	3.23612374680212e-14	1.12805848434867e-13
RP3-522D1.1	1.56663564875116	3.99322673166561	57.5840753811212	3.23836834425828e-14	1.12817493055134e-13
XXbac-B444P24.14	1.12088995939183	3.92553542518083	57.5815850625872	3.24247100667899e-14	1.12893816594572e-13
CTD-2288F12.1	0.853664398040585	4.08278516283954	57.5766434132267	3.25062750636061e-14	1.1311111034213e-13
CRTC3-AS1	0.626698003944546	5.03287526952669	57.5620361527347	3.27485792501148e-14	1.13887138087119e-13
RP1-40E16.12	0.937286533146005	5.14310072395622	57.5562504726231	3.28450505916779e-14	1.14155399496091e-13
RP11-322E11.3	-1.0569465094682	2.42039262580438	57.5488954495274	3.29681000085315e-14	1.14515665029634e-13
RP11-638F5.2	2.67261549189565	4.74877103970526	57.5420695261216	3.30827102230765e-14	1.148462103864e-13
LINC01550	-1.03650097901777	6.74035569232001	57.5325623317624	3.32430047362144e-14	1.15334866608311e-13
RP11-349I1.2	2.59972608131279	4.58237701903352	57.4853393708747	3.40507901340935e-14	1.18068065614693e-13
RP11-715F3.2	0.758562204020071	4.9732176451985	57.4828838493286	3.40933268245314e-14	1.18146182452381e-13
AP000437.3	0.925458626457808	4.80472999096456	57.4685320438839	3.43430069663105e-14	1.1894161650209e-13
CTD-2555O16.2	-0.577714027892469	6.46999810023051	57.4635094521666	3.4430817101055e-14	1.19167620832544e-13
RP11-701H24.3	-1.08772727090576	4.70296665099872	57.4624924516372	3.44486246843612e-14	1.19167620832544e-13
RP11-134G8.7	0.650203462078492	6.2259453481984	57.4364499160952	3.49077796968002e-14	1.20685268799534e-13
CTD-2256P15.3	1.2245024206891	2.90800203666142	57.3430432492137	3.66055797343016e-14	1.26480952797572e-13
RP11-89F3.2	1.41158299092387	2.85058972953039	57.2638195765451	3.81101833632266e-14	1.31602709216288e-13
RP11-115C21.2	0.628263248864359	8.25565950338421	57.2493279405574	3.83920273479917e-14	1.32498492980649e-13
RP11-386M24.6	1.07286384514508	6.80143626541586	57.2208173111962	3.89526252314755e-14	1.34354703266275e-13
SPRY4-IT1	-1.0308379314364	3.85469386131098	57.2043115229681	3.92809104988631e-14	1.35407925566717e-13
AC007292.7	1.08046596040984	3.34251938200414	57.2020153565923	3.93267979891426e-14	1.3548701407578e-13
RP11-91K9.1	2.13019352201138	7.14654195317271	57.1749129935963	3.98724920651166e-14	1.37286918743157e-13
CTD-2267D19.1	1.03424853854676	6.93341412360269	57.1498886295853	4.03830713567577e-14	1.38963890653645e-13
RP11-469J4.3	1.23847050493607	3.37575152116978	57.1214703256835	4.09708355809487e-14	1.40904358826734e-13
RP11-967K21.1	-0.562972303175001	7.92032720978998	57.0768714073211	4.19105619173869e-14	1.4405230973351e-13
XXbac-BPGBPG55C20.1	-1.14147557211445	3.19510869407266	57.0310637938385	4.2898211741555e-14	1.47361221834719e-13
LINC01239	-1.34225254267948	6.17065599832712	56.967559013659	4.43060649404141e-14	1.52108903182061e-13
DGCR11	0.647825194793138	7.32240948362565	56.8946444423696	4.59796309709205e-14	1.57762766347057e-13
RP11-15E18.1	0.881807180555424	4.56329859150976	56.8866520111708	4.61668808440562e-14	1.58313258643526e-13
RPARP-AS1	0.467978639465718	10.3354976374419	56.8821961767403	4.62716049776305e-14	1.58580282874584e-13
RP11-353N14.1	2.47926783629529	3.45194437251024	56.8337231200132	4.74263252413389e-14	1.62443416792405e-13
RP11-93I21.3	1.33962473577662	4.35485300159403	56.784722638783	4.86229176203295e-14	1.66445407853939e-13
RP11-775C24.5	-0.552821975965769	7.32668539363703	56.7655376549621	4.90996024085497e-14	1.6797981009414e-13
RP11-968O1.5	-1.01697842694031	5.48687958551823	56.6978691327613	5.08185888219627e-14	1.73760143018929e-13
RP4-758J24.6	0.584298308987324	5.24119298617876	56.6622021086018	5.1748742046349e-14	1.76838149180377e-13
RP11-467C18.1	-1.16189353188517	2.65660413060312	56.5524723740089	5.47185432321999e-14	1.86878541229694e-13
EXOC3-AS1	0.663092057938117	8.72995514842309	56.5491401047175	5.48113499171119e-14	1.87087295526327e-13
LINC01545	0.895950447381808	4.59694146757627	56.5074863914476	5.59848190013129e-14	1.90982297055316e-13
SNHG12	0.668756485862709	9.98977313819479	56.4925260881523	5.6412388578881e-14	1.92329765911254e-13
RP11-58E21.4	1.19559003255598	3.97643993088329	56.4677977420172	5.71263071985985e-14	1.94651381423961e-13
RP11-85I17.2	1.0096039095747	4.31809787327958	56.4278197697595	5.82996606316547e-14	1.98534888137209e-13
RP11-120K24.5	1.2654320539192	5.16573685048791	56.3723474792532	5.99678224228695e-14	2.04097977756221e-13
RP11-60A14.1	-1.19494708007086	5.14978936011992	56.3642515910035	6.02152434981269e-14	2.04822012014078e-13
RP11-264B17.4	0.571354501922083	5.30383427938983	56.3013648245196	6.21722546264871e-14	2.11357031415893e-13
RP11-244N9.4	-0.958040494786132	2.74520719493322	56.2656109764071	6.33131458533444e-14	2.15111695203681e-13
RP11-12G12.7	0.869221963180618	9.30087431953174	56.2208960311814	6.47695087504003e-14	2.19933265768323e-13
RP11-209D14.4	1.18274987447265	3.16260220261321	56.1281774785161	6.78970396073048e-14	2.30420700506399e-13
ZNF205-AS1	0.672454326665185	6.76197669469135	56.1146878400466	6.83644868419157e-14	2.31873805170311e-13
AC004471.9	1.11967358662423	3.73877600333516	56.1102300855687	6.8519665147977e-14	2.32266717967167e-13
ZNF529-AS1	0.492830559975138	8.23329993399223	56.1008196961611	6.8848407251088e-14	2.33247185781799e-13
SIX3-AS1	3.1248002325703	4.17658425748625	56.0922810328857	6.9148061940745e-14	2.34128042293635e-13
RAD51-AS1	-0.447948621672403	8.60908472128249	56.0651731189969	7.0108058496989e-14	2.37108076227239e-13
RP11-260E18.1	1.30159656760461	4.95309035980926	56.0651606968825	7.01085014551668e-14	2.37108076227239e-13
RP11-141B14.1	0.783498032192172	4.21245656364868	56.0568635973473	7.04049928606682e-14	2.3797451794061e-13
RP11-554A11.7	-1.05090638439729	3.66773826970013	56.029910724661	7.13768209537466e-14	2.41121354537685e-13
AC006042.6	0.756510132953262	7.41908245978715	55.9533131369978	7.42125657345088e-14	2.50557576136235e-13
LINC01011	0.47751289451464	8.32914500616635	55.9280168693065	7.51736127636468e-14	2.53657247639619e-13
RP11-481J2.4	-0.528611477039441	6.494554588758	55.925934798961	7.52532665306856e-14	2.53781004490976e-13
RP11-95M15.1	2.64348889758581	4.37917153403623	55.9000376796212	7.62510989964406e-14	2.56999280578757e-13
RP11-44F14.8	1.37999918042343	6.93838428221813	55.877748155895	7.7120522815948e-14	2.59781338977851e-13
RP11-138I1.3	0.897325298440809	4.51673436646571	55.8507540453354	7.81867445251436e-14	2.63222763067829e-13
AC007228.11	-0.60746617197069	6.03956173319265	55.79046369303	8.06216743404462e-14	2.71265519646914e-13
RP11-884K10.7	0.451325325065894	8.95274086214004	55.7847814197389	8.08550390014483e-14	2.71895788897239e-13
TMEM92-AS1	1.18921584015243	4.87682027344317	55.6903958281991	8.48317119860364e-14	2.85106009833549e-13
AC135048.13	0.806341400637016	4.56881733116044	55.5450007582506	9.13438361039928e-14	3.06817606481273e-13
EBLN3	0.522574983624374	12.9648604513309	55.4771118896624	9.45535608414752e-14	3.17418292648613e-13
AC002550.6	0.521476668566074	5.33171337259174	55.4740056904534	9.47030893638295e-14	3.17739626530348e-13
RP11-455B3.1	-1.14178993493363	3.32356683690283	55.4501198462353	9.58608570428212e-14	3.21441431480897e-13
AC073046.25	0.996612388171417	5.7198761271711	55.4488657168738	9.59220356027826e-14	3.21464029644967e-13
RP13-714J12.1	1.77932938633694	4.55531110911362	55.4277215200682	9.69593870717774e-14	3.24756200033378e-13
RP11-102N12.3	1.30228768088328	9.12285117383849	55.4178012071029	9.74499470398501e-14	3.2621425015324e-13
USP2-AS1	1.1924398664805	5.78381662305705	55.3425473947204	1.01253031141727e-13	3.38753058862266e-13
VAV3-AS1	1.75211701159365	3.46804149530792	55.3196661092313	1.02438557170292e-13	3.42525300164538e-13
RP11-266K4.14	-0.73006992889738	6.68559647456959	55.2848109216118	1.04271223172095e-13	3.48455898602841e-13
RP11-298D21.1	2.34047019150029	3.73153890518933	55.2790760473065	1.04575887053286e-13	3.49276364847088e-13
RP1-244F24.1	1.02357149284521	5.18481704966168	55.2708067424505	1.05016760788255e-13	3.50550577984538e-13
RP11-259O2.1	-1.07768146713819	4.79445771508782	55.2362874079399	1.06877316545245e-13	3.56559635141059e-13
RP11-640I15.1	1.02461366459681	3.28466018820587	55.2151604144528	1.08032272900716e-13	3.60209244200299e-13
RP11-326C3.12	-0.871770582210023	3.95694626591643	55.2042771652157	1.08632096184649e-13	3.62004812624354e-13
CTD-2134A5.3	1.12707404773644	4.18914151284294	55.1248625612573	1.13111041612386e-13	3.76717823305775e-13
RP11-498B4.5	2.43000105185276	4.60741574056774	55.0704431714491	1.16286509888899e-13	3.87075445825223e-13
CTD-2547L16.1	-0.690885618370318	5.90106837704162	55.0599083006907	1.16911467124097e-13	3.88936458235377e-13
CTD-2195B23.3	-1.06881642464822	2.53487193320636	55.0484869829104	1.17592808171338e-13	3.90982844736347e-13
KIAA0196-AS1	0.878584685976446	4.40590290158353	54.9942867394732	1.20880695845742e-13	4.01688525024821e-13
RP11-214F16.8	0.974984716975028	4.49963984893719	54.9884008030942	1.21243239284389e-13	4.02666663652596e-13
RP11-432I5.2	1.11821962004831	3.9657491979716	54.9792685324308	1.21807894994522e-13	4.043145699509e-13
RP11-395I6.3	-0.616110423920561	6.47374478646742	54.9528177386276	1.23458260771119e-13	4.09562376322167e-13
RP11-359B12.2	-0.507573772033947	8.14887385232073	54.9217765204626	1.25423598550729e-13	4.15848595980939e-13
RP11-97C16.1	0.488909752859564	7.53461133666095	54.8597659768291	1.29443954025327e-13	4.28937457081681e-13
RP11-363N22.3	0.815596024698216	6.0143210297772	54.8019049088848	1.33311497078759e-13	4.41505546971437e-13
RP11-104L21.2	-0.965545359161025	4.54111179670687	54.7791997545355	1.34860552071129e-13	4.46385403576243e-13
RP11-96O20.5	0.927944134101976	3.50727869066711	54.7419482741411	1.37441139394205e-13	4.54672228640212e-13
AP000487.6	0.894086346888328	5.11350970309211	54.7272664948041	1.38471738564121e-13	4.57825093068944e-13
RP11-510N19.5	1.32558280127075	6.83639098175483	54.7153744483228	1.39312175792083e-13	4.60346053750558e-13
AF064858.11	-0.968480549556422	2.97569484834962	54.6710415912596	1.42490506563959e-13	4.70585257975492e-13
ZNF582-AS1	-0.671799847394392	7.26213092886217	54.5963540069845	1.48009979709002e-13	4.8854048640674e-13
RP11-216L13.19	0.681373001301957	6.50366959963295	54.5733170161061	1.49755222590608e-13	4.94024910277956e-13
RP11-416N2.4	1.32161426336374	6.14896639846832	54.5434470852006	1.52048811593946e-13	5.01311129236321e-13
RP3-325F22.5	0.957880349700412	7.59355352631255	54.5083890633937	1.54785649515726e-13	5.10049810485691e-13
AC022182.1	1.25523094387402	4.22532162984824	54.4874923730267	1.56440360359151e-13	5.15214906815832e-13
RP11-532F6.5	1.54766071592514	4.49353460579965	54.478132620211	1.57187243548206e-13	5.17386105435985e-13
MMP25-AS1	0.582487757174095	9.56104296701784	54.4669855248994	1.58081408337806e-13	5.20039396231057e-13
RP11-168K11.2	0.943927702171297	3.40161686859499	54.4509830027589	1.59373956571143e-13	5.23999562111693e-13
AC145343.2	1.0028992638977	5.2060853109239	54.4203201120736	1.61880263857579e-13	5.31943771885924e-13
RP4-621B10.8	-0.765151232116218	4.6747358075173	54.4109791779358	1.62651576928579e-13	5.34181068833849e-13
RP5-1115A15.1	-0.79536711465251	4.01779695612974	54.4061142213732	1.63054748388289e-13	5.35207498183906e-13
RP1-153P14.8	1.66761520176289	3.25080267505616	54.3366877931887	1.68918459157113e-13	5.54146389623752e-13
LINC00310	-0.789833476959236	6.03493316683648	54.3197552079366	1.70380294757363e-13	5.58631671594797e-13
DPH6-AS1	-0.762373713840114	4.20050246652296	54.3176350951658	1.70564219264269e-13	5.58924370008607e-13
RP4-635A23.6	-0.698189841228716	5.47773617379546	54.248280727481	1.76691674859587e-13	5.78682384939469e-13
COLCA1	-1.22176791000779	8.40795528725095	54.206996310035	1.80443233985515e-13	5.90641517009129e-13
RP11-104O19.4	0.943301789755841	3.99506688303714	54.1528599853862	1.85483709047367e-13	6.06804045387647e-13
CTD-2515H24.2	-1.02231116743013	4.39157428941907	54.1212906711421	1.88487819926369e-13	6.16290463269772e-13
FRY-AS1	1.33607652329648	3.69066854327451	54.0924064900262	1.91279046154811e-13	6.25070706997321e-13
RP11-867G23.8	0.547629798082757	7.01753947133382	54.0867703185504	1.91828501861211e-13	6.26519526266841e-13
RP4-584D14.5	0.693516948612837	6.34509947216025	54.0632610469595	1.94137443987187e-13	6.33710119814449e-13
RP11-305O4.3	1.04498770924536	3.08429929425623	54.0533176918395	1.95122370762298e-13	6.36573259310147e-13
AC007879.7	-0.755859151751475	5.14307705607647	53.8699696745762	2.14206814905677e-13	6.98449056884607e-13
RP11-328N19.1	3.0055373104235	5.24993816784809	53.8452680248761	2.16916894077289e-13	7.06895286714344e-13
LA16c-313F4.1	0.848409044902362	5.99969437800747	53.8303394420241	2.18571351092754e-13	7.11894003421241e-13
RP11-535A19.2	-0.904646756342082	5.02914626561905	53.7938889042666	2.22664222463298e-13	7.24824825604064e-13
RP11-468E2.10	0.564965766028814	6.24277062324231	53.7770071575139	2.24585697501032e-13	7.30676883605286e-13
RP11-275I14.4	0.899745722260332	5.89692964884545	53.7556799676133	2.27036890040376e-13	7.3824495357292e-13
RP11-1020A11.1	0.701301679766963	4.88939573683521	53.7317330862243	2.29821089366854e-13	7.46830021504298e-13
LINC01252	-0.84177044346637	6.37546997827719	53.7308017802029	2.29930055731552e-13	7.46830021504298e-13
RP4-564M11.2	1.38385297643545	5.43163859957733	53.7041164473314	2.33074401278738e-13	7.56626904645932e-13
CTD-2012J19.3	0.742306668665361	5.34099219378683	53.7022952969176	2.33290550067793e-13	7.56912471511164e-13
BHLHE40-AS1	0.696897190900852	7.70519469581108	53.6712011835873	2.37012152512548e-13	7.68564942661503e-13
CD27-AS1	0.457101636192581	10.8614711204917	53.6541974992458	2.39072360642241e-13	7.74820136988163e-13
CTC-510F12.7	-0.693029646803227	4.5432599823441	53.6477114489778	2.39862939341428e-13	7.76955928036825e-13
CTD-2129N1.1	1.11537963624537	3.36764905708016	53.6416658845317	2.40602182973865e-13	7.78923185559581e-13
RP1-124C6.1	-1.40513727513187	3.56367433860879	53.6236081738639	2.42823858118719e-13	7.85684866953992e-13
RP11-458J1.1	0.682706975696676	9.10967856547447	53.5665697309491	2.49977131399164e-13	8.08387163697733e-13
CTD-2023M8.1	1.54577366648124	3.2785030451796	53.5029114311887	2.58209884169367e-13	8.34553566513471e-13
CTB-161M19.4	-0.744648919624551	3.54532264793648	53.4512072099772	2.65095915290378e-13	8.56341017390418e-13
LINC01121	1.01004763434162	5.39486135408455	53.4342317148155	2.67396565088118e-13	8.63300555956991e-13
CTD-2521M24.5	1.39345862276913	4.41546924525216	53.3773079818047	2.75258129889515e-13	8.88196315299227e-13
RP11-447D11.3	0.732823651898291	7.59953888519753	53.3658768755472	2.76864515554555e-13	8.92891842899863e-13
LINC01087	2.19902326434274	9.75939397766702	53.3179565366993	2.83701370830982e-13	9.14441372683923e-13
MIR181A1HG	1.58680627669822	3.50764972758381	53.1366954973416	3.1112560989374e-13	1.00228953978316e-12
LA16c-358B7.3	0.594860879471939	8.29380360512519	53.1257425136384	3.12865294679932e-13	1.00734436482279e-12
RP11-552F3.10	0.666177957789925	5.15546766858845	53.0738491663676	3.21240853973743e-13	1.03374781619343e-12
GTSE1-AS1	0.871373975179804	5.93659842217708	53.0675337806363	3.22275349299801e-13	1.03651194859222e-12
LINC01351	3.24134746492593	4.99083597966166	53.0531464626397	3.24644536649967e-13	1.04356341258468e-12
RP11-481J2.3	1.12526995678249	3.26581315219405	53.0462381161997	3.25788332851615e-13	1.04667035119085e-12
RP5-821D11.7	0.578514676842499	8.55890967891552	53.0295135657871	3.2857409713695e-13	1.05504624447726e-12
AC004067.5	0.557835751350795	5.90465319871787	53.0113453453307	3.31627347498202e-13	1.06427146031352e-12
LA16c-425C2.1	0.984250933612676	4.11925791159664	53.0038715518431	3.32891578373213e-13	1.0677483814741e-12
CTD-2619J13.13	1.51641437075744	6.36476551188923	52.9391293392891	3.44046871664635e-13	1.10292984646019e-12
RP11-500G10.5	0.736583913427028	4.16331604784447	52.8691136195248	3.5653219790342e-13	1.14233457874102e-12
AC074212.5	0.933743633638164	6.92371327150635	52.8526002956955	3.59542357364232e-13	1.15135445782852e-12
RP4-530I15.9	1.11946743822652	6.09820991756575	52.8513690944089	3.59767805074071e-13	1.15145197233734e-12
RNASEH1-AS1	0.574818812375385	8.74896125487345	52.7853476688165	3.72066589989279e-13	1.19016967166126e-12
RP11-379B8.1	1.57998440611453	5.89912744602701	52.7281699874659	3.83057364504532e-13	1.22466363692434e-12
RP5-1091N2.9	0.870312677284813	5.3018911663092	52.7214126724737	3.84377547220574e-13	1.228219381135e-12
AC124944.5	2.54116499886553	4.15598314605564	52.7128956092411	3.86048021246094e-13	1.23288997591032e-12
RP11-700A24.1	0.972005568404268	4.94149624409146	52.6688878132236	3.94795829510371e-13	1.26014560716689e-12
SLC7A11-AS1	1.73843221305906	3.55232527976138	52.6630872380122	3.95963559105416e-13	1.26319006835088e-12
OGFRP1	0.72567124300786	5.59287248297547	52.6287077770951	4.02955874770134e-13	1.28460831998214e-12
LINC01234	2.87438602961502	4.80403973617567	52.6279446227502	4.03112483814886e-13	1.28460831998214e-12
GS1-166A23.1	-0.968874290397688	3.32675273578161	52.6176247107651	4.05236252168983e-13	1.29067964889851e-12
LINC01424	0.781917459567213	4.11046127361956	52.6114625911353	4.06509709734796e-13	1.29403764743071e-12
CTB-131K11.1	0.984271574170654	10.9781774554341	52.5876841221343	4.11461397729908e-13	1.30909458706633e-12
RP11-247A12.1	1.53793381571473	2.71576762935201	52.5829133289487	4.12462125744073e-13	1.31157181072631e-12
AGPAT4-IT1	-0.801016105300854	4.64668888995383	52.5611125316525	4.17066173447585e-13	1.32549825307211e-12
RP11-77H9.8	1.0094904753669	3.21873827232891	52.536469758998	4.22332358469696e-13	1.34151295145968e-12
RP3-523E19.2	0.729294796853073	4.87471595588235	52.4953579956148	4.3126650041801e-13	1.36915520697223e-12
RP4-620E11.8	0.717125923617167	4.58098355101505	52.4918471721023	4.32038158597105e-13	1.37086798845562e-12
RP11-93K22.13	1.54242668747904	4.60996523856996	52.4595708376739	4.39197360082379e-13	1.39283588146426e-12
RP11-444D3.1	-1.24657181678017	4.47195928386864	52.4527162872585	4.40732981768333e-13	1.39695558633495e-12
RP5-1074L1.4	0.573363352280442	8.64268881290803	52.4398543485941	4.43628949751761e-13	1.40489291351479e-12
RP5-1186P10.2	0.983591277784108	2.90604439793507	52.4394822958072	4.43713003167667e-13	1.40489291351479e-12
RP4-778K6.3	1.10311088046668	3.64096345039971	52.3378932616483	4.67270419059471e-13	1.47868800886719e-12
RP11-894J14.2	0.999622044057042	3.06034120488729	52.2919126839145	4.78340349116336e-13	1.51290828148472e-12
RP11-448G15.3	-0.76865234101778	7.61711314949462	52.2634361224827	4.85327345775628e-13	1.53418521242242e-12
CTC-351M12.1	0.657342931941469	8.64254976633666	52.2463632207084	4.8956521917947e-13	1.54675367536371e-12
CTD-3214H19.6	1.05788711686371	7.36570651721219	52.2212475556375	4.9586688192904e-13	1.56582563518234e-12
RP1-93H18.1	-0.638453329465042	5.18447484735867	52.1952201150045	5.02482970074667e-13	1.5858695554735e-12
RP11-672A2.4	-0.80585371788224	5.93441738705347	52.1836587035041	5.05450106143857e-13	1.59438187862151e-12
RP11-738E22.3	0.703101565686968	5.03283327198369	52.0560595507486	5.39385210797155e-13	1.70051770942723e-12
PLAC4	3.26555119950674	4.44933655885	52.0194586129107	5.49533514985068e-13	1.7315877299823e-12
XXbac-BPG252P9.9	0.589809976561918	4.85285393437146	52.0057928673273	5.53371397816204e-13	1.74275098885583e-12
AC139887.4	0.698883013637094	4.50406299614195	51.983434190709	5.59708525565336e-13	1.76176910632373e-12
C8orf37-AS1	0.995343566672131	5.27169966490915	51.9799229299222	5.60710300084956e-13	1.76398205753951e-12
AC007292.3	0.514824975887758	5.16264915368075	51.9323682644092	5.74455836836323e-13	1.80626289484477e-12
LINC01214	1.81175819764943	3.21259973310488	51.845321820324	6.00495789952898e-13	1.88713551871839e-12
RP11-797A18.5	-0.890901905157962	4.40325048212534	51.8293127415754	6.05411949032117e-13	1.90157316969928e-12
AC006946.17	-1.0834116875209	4.63179121973842	51.7991593818458	6.14781248033947e-13	1.92997515664033e-12
RP11-98F14.11	1.31031236674111	2.85988834026093	51.7187066022188	6.40495826744183e-13	2.00963223003422e-12
LINC00265	0.592508063401293	8.806607765839	51.7170167681143	6.4104732341755e-13	2.01029444757336e-12
RP13-638C3.3	0.925043132510682	4.83040662734538	51.6520914202322	6.62600211396009e-13	2.07678038656764e-12
CTD-2587H24.14	0.643129773308622	6.36149442673102	51.6212340952163	6.73096478816251e-13	2.10855952647743e-12
RP11-467D6.1	-0.427261433760582	6.38163840801662	51.5859836048437	6.85290859593158e-13	2.14562169983966e-12
RP11-248B24.1	1.29481296296009	5.37792795604527	51.547203683388	6.98961734481851e-13	2.18726499317188e-12
DSCAS	-0.863077534905798	3.25583737930145	51.5137814529978	7.10962648292735e-13	2.22364112191133e-12
RP11-332H14.1	0.79719990289486	5.170189751518	51.4879423365578	7.20381838138193e-13	2.25190828703337e-12
RP3-368A4.5	-0.488408477808692	9.49061634404024	51.3126124979567	7.87679405945974e-13	2.46097719159311e-12
LINC01504	-0.738603453009426	5.49054415668855	51.1704235137329	8.46849995982234e-13	2.64444697317562e-12
CAHM	-0.757775830235649	4.83937977557393	51.1069496584416	8.74680714597755e-13	2.72990994698718e-12
ERICH6-AS1	0.592061597080272	6.79404877078294	51.0630000753149	8.94485310150983e-13	2.79024604143769e-12
RP11-288L9.4	1.45818161823287	5.67631537575393	51.0460825667171	9.02227750059398e-13	2.81291175506903e-12
AC106786.1	1.06097329114009	6.00603886131748	51.044563408662	9.02926278364858e-13	2.81360404946939e-12
CTC-441N14.1	1.44445156106309	2.97012645072921	51.0403541871683	9.04864560691232e-13	2.81815676734268e-12
RP11-794G24.1	1.07920238657774	6.628359698339	51.0118591310336	9.18096055488528e-13	2.85785830662085e-12
RP11-367J11.3	-0.674544898352775	5.78677076801159	50.9984905654333	9.24370215718852e-13	2.87587256260264e-12
GS1-600G8.5	2.5208018037534	4.33038539582488	50.9227856221603	9.60718330520883e-13	2.98738375025056e-12
RP5-907C10.3	1.14884526315031	5.11509377127838	50.8853359185894	9.79224327531459e-13	3.04332613372277e-12
RP11-603J24.5	-0.639418107285605	4.17500308827034	50.8772419945205	9.83270635504389e-13	3.05429410975982e-12
RP11-78O7.2	-0.534596974054672	6.50181358222952	50.8611004585046	9.91390123411906e-13	3.07789625591341e-12
RP11-699C17.1	0.760464570656136	5.00025998362291	50.8314767194036	1.00646636756472e-12	3.12306037859678e-12
RP11-245P10.4	1.01828416378314	5.07545140604682	50.821999504494	1.0113378276727e-12	3.13652829433157e-12
RP11-16E18.3	0.612352786191661	6.40119939786407	50.8085759331152	1.01827819201336e-12	3.1563951306241e-12
AC079613.1	3.4236677280611	5.07584760979732	50.7590899651764	1.04427809423264e-12	3.23528968858538e-12
RP11-307C12.12	0.666629885467201	6.13517592973334	50.7356117007114	1.05684489541448e-12	3.27250608674488e-12
RP11-405M12.3	0.955262352246104	3.81346931660045	50.6748971264594	1.09004869565636e-12	3.37355217392599e-12
RP11-331F4.5	-0.639363097834776	5.36928435585344	50.653970228695	1.10173355251073e-12	3.40792908725819e-12
CTD-2562J15.4	0.803320810620964	3.42694646520407	50.6339874931689	1.11300819283734e-12	3.44100176895524e-12
RP11-530C5.4	-0.770385908666241	3.37853085292134	50.5972778643936	1.134022210012e-12	3.50413456311925e-12
RP11-459F6.3	-0.548183518276122	4.09914459108082	50.5820443252226	1.14285861799994e-12	3.52959212305945e-12
RP11-520H14.7	0.745411001180327	5.52044412528164	50.5706577283872	1.14950852835658e-12	3.54827384210433e-12
