logFC	logCPM	LR	PValue	FDR
RP11-66N24.6	-0.235784101611918	3.5321473607238	1.21957387916177	0.26944429460876	0.30609245087817
BCYRN1	-0.155964394471624	8.06601527710388	1.21855483422951	0.269644452926816	0.306260914509107
UGDH-AS1	-0.0755919203914654	7.99369816745068	1.21549850672636	0.270245884358452	0.306884989833973
LINC00284	-0.275532999888734	6.49515872287694	1.21492949270737	0.270358041334079	0.306953323222022
RP11-114N19.3	-0.107984852035526	3.90320304175954	1.21454704833877	0.270433456713144	0.306979923470033
RP11-197M22.2	-0.131087227319107	3.77890130678046	1.21273532955684	0.27079107270615	0.307326789223489
EGOT	0.188361584839191	7.39051810408752	1.21236481159076	0.270864282232512	0.307350804493271
RP11-1094M14.5	-0.15699956339967	5.45515097918527	1.21107515265658	0.271119295153852	0.307574548937036
LINC01473	-0.0863945322971501	5.34312095329857	1.21084094113098	0.271165639587842	0.307574548937036
RP11-380O24.1	0.121537102479684	4.80866676907261	1.2081155337919	0.271705656987846	0.308127886405461
LCMT1-AS1	0.11201340338307	4.96275042521765	1.20649825907435	0.272026743244299	0.308350614208417
RP1-35C21.1	-0.244174258164192	3.65920834712549	1.20648663403631	0.272029052944642	0.308350614208417
RP11-90M2.5	0.142086531968372	3.30856352511217	1.20633736210266	0.272058712959501	0.308350614208417
RP11-408A13.3	0.146150537242929	3.45715131930857	1.20513786747824	0.2722971970441	0.308561686537212
RP11-136C24.2	0.152042893984029	2.95234890536975	1.20277971406949	0.272766810031101	0.30903453822595
GMDS-AS1	-0.0597611781721998	8.73819541640554	1.19173743500187	0.274979375029818	0.311481528784016
CTC-471J1.11	0.0831814654135902	5.35412006010087	1.18699964835764	0.275935599232553	0.312504739828965
HCFC1-AS1	0.189602514720021	2.82486322325807	1.1863943413889	0.276058068705287	0.312583489109247
RP11-597D13.2	0.175477554051146	3.55078380665435	1.18276465087456	0.276793885464246	0.313356574705977
RP11-277P12.20	0.197658684852798	7.21068565047054	1.18238301425845	0.27687139467738	0.313384241052315
CASC8	0.280171018397144	7.17457578558068	1.17982817366851	0.277390978752771	0.313912175073805
CTD-2126E3.3	-0.149852033999506	3.05829378014692	1.17848722706913	0.277664181336069	0.314128725286572
RP11-69E11.8	0.13278845342833	3.89148441968755	1.17836682127836	0.277688729211839	0.314128725286572
RP11-680G10.1	0.175222546647009	3.34665198601384	1.17477647608848	0.278421972469309	0.314897863901795
RP11-15A1.2	0.148787652519917	4.33055919470395	1.17249664036171	0.278888841407855	0.315365493778894
XXyac-YX65C7_A.2	0.103868259293456	6.49702305050369	1.15515186672042	0.282473274590874	0.319357588830004
CTD-2033A16.3	-0.160297160689515	4.07123917730328	1.15289176718034	0.282944618701222	0.319829244531148
RP11-352M15.2	-0.0676266483022932	10.7979824065398	1.14981235980417	0.283588432721817	0.32049563544925
RP13-735L24.1	0.152903803579725	5.45180510099086	1.14410118893397	0.28478739062991	0.321789043564795
RP11-498C9.12	0.135304336024675	3.77875400132975	1.13979760854681	0.285695097907402	0.322752927710581
RP5-956O18.2	0.132859330624898	3.82052059374895	1.13751363484948	0.286178322645869	0.323236992200431
RP11-258C19.7	-0.0644412566730379	9.04379786080287	1.13640147074352	0.286414000973404	0.323441322575627
AC016582.2	0.181701402625282	5.44081147784279	1.12033083270103	0.289847228265003	0.327255809350831
NNT-AS1	-0.0906009128173655	10.4305714508043	1.11961413355766	0.290001556131497	0.327367461088987
EFCAB14-AS1	-0.120973908756336	3.36984908184646	1.11842596532802	0.290257636911709	0.327593911690299
LINC01291	0.268206270027494	8.96600719446116	1.11778135249051	0.290396688151966	0.327646711703057
RP11-297C4.1	-0.249224892210288	4.57909715663556	1.11769467589215	0.290415391880407	0.327646711703057
AC020571.3	-0.139694317555416	6.71397424812609	1.11618430875319	0.29074155698479	0.327952033236903
TSPEAR-AS1	-0.189740997030157	4.85802553624129	1.11161771661591	0.291730563041461	0.329004769816621
RP11-65I12.1	-0.183476205104597	5.71163735294188	1.11114003590956	0.291834264256747	0.329058875393564
RP11-115N4.1	-0.172891032756351	3.23633737208692	1.10478718763648	0.293217911930293	0.330555893460936
CTB-96E2.10	-0.133337688525441	2.8998156266346	1.09693969304112	0.294938696021168	0.332432334415919
LINC00969	-0.0726052571045756	10.5700584716774	1.09477093096666	0.295416537144918	0.332907376305485
LINC00294	-0.0737280122576079	9.96810355620255	1.09100870102134	0.296247821383072	0.333780458932845
RP11-153F5.7	0.11936385307364	4.69659549583902	1.08935575416945	0.296613996989943	0.334129273602749
AC142528.1	-0.123029780744001	3.96828418615433	1.08760885738616	0.297001616625373	0.334502106842043
RP11-154H23.3	0.0970876277374445	5.92079470361381	1.08492947326272	0.297597410648549	0.335109212410313
RP3-465N24.6	0.116100496040651	3.92550652231134	1.08150985496627	0.298360036555809	0.335903911508495
RP11-349H17.2	0.185671136149965	4.65253550068163	1.07923593988767	0.2988685443335	0.336412267306389
C9orf147	0.0816534912907101	4.95343386334825	1.07676769797081	0.299421770956505	0.336970756146019
RP11-972P1.7	0.0787086325319001	6.39022310480571	1.07549204835823	0.299708208889313	0.337228844034183
CTD-2201I18.1	-0.14371038631491	6.56346385849377	1.07359253094683	0.300135385813229	0.33764516159785
TNKS2-AS1	-0.132107248665113	5.16241053402013	1.07278745874169	0.300316672687467	0.337784752803713
RP13-228J13.1	0.14030715465046	2.83933939042476	1.0706146321038	0.300806656245929	0.338271434989947
RP11-692D12.1	0.0816343631137768	5.15781163770757	1.06855981344893	0.301270976526394	0.338729077758635
RP11-256I23.1	0.155551185478798	3.03778146825034	1.06786745915906	0.301427633510888	0.338783158329582
STX18-AS1	-0.0606084202720118	7.51450076171105	1.06784012208755	0.301433821145407	0.338783158329582
RP11-689K5.3	0.284286030927945	4.6850452121782	1.06753819569531	0.301502171846582	0.338795494720089
CTC-524C5.2	0.0696317613270435	8.18840976923103	1.05981047294267	0.303258415653368	0.340704137068709
LINC00582	0.20444525696512	4.07591979481601	1.05674817327053	0.303958024672001	0.341425173233435
SBF2-AS1	-0.0759540523388829	8.49431990731626	1.05404780388858	0.304576679680004	0.342055019686273
AC009948.5	0.0686215107009253	9.56241121968663	1.04927598168979	0.305673893704789	0.343169331850422
RP11-153I24.4	-0.130641071041946	3.11395873071385	1.04922723463255	0.305685128794787	0.343169331850422
RP11-73E17.2	0.0673634270596681	7.81073194105592	1.04390728364115	0.306914479106994	0.344483938248773
RP11-662G23.1	0.356535322144737	4.50276503285666	1.04034232129698	0.307741870402567	0.345337836013359
CTBP1-AS	0.0819481011529613	7.12719454369797	1.04012580315634	0.307792215230873	0.345337836013359
AC156455.1	0.121205694362101	4.65217987575633	1.02946846415489	0.310283542844849	0.348066930185948
RP11-38M8.1	0.124644105966296	5.07211562121786	1.02825537441481	0.310568782537756	0.348320733311576
RP11-663N22.1	0.198640992629016	5.28378529243974	1.02723113933484	0.310809881759745	0.348524943370926
MIR600HG	0.0864429279457034	9.46130998145338	1.0261064009494	0.311074919762101	0.348709963796669
RP13-104F24.2	-0.0693762640134168	8.24923557517482	1.02602977393599	0.311092987177113	0.348709963796669
RP11-206L10.5	-0.113033650791175	4.3790281656111	1.01845108030875	0.312886699188548	0.350654006207701
RP11-500G22.4	0.144182705421273	4.00584578851093	1.01777290974132	0.313047864298092	0.350768052880499
MED4-AS1	0.141673748646378	3.47664097891292	1.01556849561666	0.313572485680551	0.351248465027808
RP11-186B7.7	0.125064090162885	3.29407453822122	1.01547156045763	0.313595581308485	0.351248465027808
RP11-495P10.1	0.129626102465331	7.14313432875578	1.01386096606052	0.31397964453749	0.351559934941829
RP11-152N13.5	0.0662213482902878	6.87600540548372	1.01380611804552	0.313992734442541	0.351559934941829
CTC-523E23.5	0.107807401173319	5.97187020044178	1.01305540162707	0.314171970449729	0.351693930901545
AC025918.2	-0.138574039209581	2.89447174760692	1.01273295984674	0.314248995530827	0.351713479645477
TMEM26-AS1	0.187311050053332	4.96219008518434	1.01017911363738	0.314859932755827	0.352330472412954
RP11-206L10.2	-0.102477059537278	5.34195005584944	1.00979427521952	0.314952129341909	0.352366866950354
XXbac-BPG299F13.14	-0.101558258980312	4.13315613010266	1.00889673160918	0.31516729310408	0.352540796700056
RP4-710M16.2	0.205254574362193	3.06187207907014	1.00688192385473	0.315650994096601	0.353014984875081
RP11-492I21.1	0.0998202551621299	4.31541490073502	1.0006718506886	0.317147994257464	0.354622023497505
LINC00339	-0.0528008923746586	10.3820010796326	0.998959855715157	0.317562323291317	0.355018083876416
RP11-23F23.2	0.159703803775146	3.49706214183477	0.996267151926531	0.31821543679787	0.355666047314391
AC024704.2	-0.135371961992075	2.93724286978424	0.996073862545018	0.31826238679242	0.355666047314391
RP11-574K11.29	0.0731226398608779	6.10499603505747	0.993485229100543	0.318892043377457	0.356302273631767
RP11-22N19.2	0.100772647128715	4.1413029344121	0.990421471638683	0.319639384960922	0.357069725348892
CTB-31O20.4	0.0855251486109793	6.61973368728476	0.989606867158273	0.319838478573919	0.357224553807261
CTB-32O4.2	-0.108224242346671	4.26942461412616	0.988540659818455	0.320099311723358	0.357448266967933
RP11-80H5.7	0.121123512578991	3.76601494304869	0.985765983950159	0.320779411464597	0.358139993325477
RP11-285G1.9	-0.155608919139733	2.70265614423556	0.985463511001171	0.320853665402293	0.358155178487814
RP11-295H24.5	0.115830702193901	3.61329258844563	0.984374179087354	0.321121272539795	0.358386148997824
RP11-454H19.2	0.1642298767243	5.78077845652428	0.98371069286668	0.32128440972784	0.358467592880043
RP11-400K9.4	-0.140490703026898	9.68912541179794	0.983583649444881	0.321315659460469	0.358467592880043
RP11-20E24.1	0.108268245288807	4.12250579631504	0.98073014372244	0.322018611903317	0.359183963598241
CTD-2260A17.3	-0.125731552668384	2.98684157004359	0.968535189215117	0.325045770343733	0.362492025284182
RP11-17G12.2	0.10519341508486	3.84411812306837	0.96700556320684	0.325428119875253	0.36283488242561
RP11-462G12.1	-0.100533262629319	5.18850149443862	0.966813780853045	0.325476100289324	0.36283488242561
RP11-317J10.2	-0.143836238192196	6.37773897490065	0.9664139930087	0.325576149945799	0.362877909669676
RP11-361L15.5	0.121310581742838	5.77417410859411	0.965649866820513	0.325767491041973	0.363022652312295
AC093732.1	-0.21370176759966	2.80914091626594	0.963644368092673	0.326270386688159	0.363514459130864
KB-1836B5.1	0.129469083806148	4.29983701936624	0.959921094000492	0.327206758899699	0.364488947614172
LINC00843	-0.0866665610101184	4.78629195639633	0.958649046074925	0.327527484507938	0.364774758157178
CTA-363E6.6	0.174683959752264	4.06095312473559	0.958413644719712	0.327586882727776	0.364774758157178
CTD-2554C21.2	-0.145938259829277	7.15054837714526	0.957518905071311	0.327812780489535	0.364957479032938
AC004041.2	-0.0927384028790561	4.10433467136848	0.945621035231625	0.330836435443501	0.368254316926272
AC007036.6	-0.129062386202199	3.55709106061818	0.940497624260161	0.332149898286711	0.369646654614215
AP001046.5	0.130279799203675	6.77329022119578	0.925739373584747	0.335972498975084	0.373820910139428
RP11-379F4.9	-0.113881608644949	3.76094753469567	0.925529312861727	0.336027331248109	0.373820910139428
CTD-2278I10.4	-0.0796603276939548	4.49471983138855	0.922307132639617	0.336869922891785	0.374687680293086
AP006621.5	0.0741610750845796	7.99752609871767	0.918135212860989	0.337965081305465	0.375834991545908
RP1-47M23.3	0.164199417922248	5.41642484903026	0.912473448608353	0.339458990706927	0.377425219379477
PITRM1-AS1	-0.0746011579224711	5.86048359241417	0.906285374855997	0.341101942953648	0.379180529582322
RP1-140A9.1	0.118242499445521	5.36397082050174	0.905705827096654	0.341256362338403	0.379280786675752
RP11-474N24.6	-0.121345062538135	3.69313813305903	0.900492455225958	0.342649700128615	0.380707513834718
RP11-1079K10.3	0.128563344924575	4.03051324656305	0.900420448483828	0.342668998481207	0.380707513834718
RP11-946P6.6	0.101641368674044	3.4395842333921	0.888930511585613	0.345767293727354	0.384077477325062
RP11-490B18.6	-0.0765786974429647	4.7419598231319	0.887882469133956	0.346051784441643	0.384321193742317
AP000560.3	-0.127500748169704	5.16586106362421	0.887399092699752	0.34618310362612	0.384394739923325
LINC01314	0.157343436986441	6.1588409586644	0.887088939264231	0.346267398765958	0.384416053715545
RP13-638C3.2	0.120087402296915	3.69015296025987	0.885667285999261	0.346654139345731	0.38477306256326
RP11-396F22.1	-0.141159894968328	4.45572687797795	0.883716784475837	0.347185698973363	0.385290650711842
RP11-10C24.3	-0.0607510425635055	7.94844838192447	0.880613901253355	0.348033591956017	0.386159030533686
DGCR12	-0.103531540313466	3.64959935609904	0.878152299501153	0.348708249502635	0.386834907629731
RP11-513D5.5	0.151158742566436	2.81015708231605	0.873660115662688	0.349944022852476	0.388132880342575
SNHG4	0.114051322730701	7.56353796134126	0.871369780943724	0.350576374336639	0.388761218865325
RP11-54G14.1	0.0817183624515879	4.23598149949651	0.870386427420726	0.350848351420074	0.388989770021693
CTD-2303H24.2	-0.192002040441708	6.50595866745892	0.868537140044964	0.351360608662007	0.38948458684985
RP11-162G10.5	-0.0821305428163444	4.64710982725208	0.867814311931852	0.351561110951159	0.389633701232468
AC096579.13	0.220812236329159	4.29665146382853	0.86565373749113	0.352161354677003	0.390216349671341
RP11-381K20.2	0.112173133140148	6.17688464937195	0.865446539016148	0.352218991320617	0.390216349671341
CTD-2350C19.2	-0.114520757215143	3.91116623264454	0.861996134414994	0.353180689858853	0.391208398727542
RP11-545D22.1	0.127625742186049	2.80666818637555	0.860981408204907	0.353464197166664	0.391449003051228
RP11-762I7.4	0.0806669244473635	4.46895127655517	0.860102789277562	0.353709928333623	0.391647689257462
RP11-15A1.9	-0.0906768654895405	4.44459405015113	0.85774498338742	0.3543705122687	0.392305563357082
AC067945.4	0.128875849136346	3.38557630582789	0.856598937841682	0.354692208137004	0.392588095416872
GAS6-AS1	0.119431426306668	7.93814853802585	0.853160619952178	0.355659748704234	0.393585235400769
RP5-1050D4.5	0.098290983286607	5.26698673173094	0.846611730598624	0.357512633231328	0.395561570026418
CTA-292E10.8	0.0997059730982766	4.36206526596478	0.840921016069842	0.359133492580107	0.397280493384326
RP11-665G4.1	-0.140490710514243	4.25760249050661	0.839529836222937	0.359531272510519	0.397646031873874
RP11-713N11.6	-0.108988339458203	4.34496328000972	0.837034425486991	0.360246306298805	0.398362254437162
RP11-1152H14.1	0.114430056092506	4.17860780599551	0.83604356348701	0.360530770777653	0.39860217214792
RP3-395M20.9	-0.0994335892004947	4.45847657494891	0.835523709419249	0.360680138403867	0.39869266515815
RP11-193M21.1	0.199323550458215	3.75299381113555	0.835217051543168	0.360768289208925	0.398715468421992
LINC00907	0.120182268479078	4.24143852257357	0.834812438974268	0.360884643182863	0.398769427019986
CTC-428G20.2	-0.125494952946201	2.96171062874617	0.827853236492729	0.362894023463737	0.400914725641415
RP11-697E2.11	0.112257382725645	2.90424329162554	0.823912433470923	0.364038739966397	0.402104145062023
RP5-832C2.5	0.0746359918873497	6.27864275681243	0.822905202287984	0.364332120000537	0.4023529397051
AC016831.7	-0.175874840535972	5.264959640342	0.821300239700349	0.364800280416543	0.402794625254242
CTD-2527I21.9	0.142895106731542	2.96808014632165	0.81775019648785	0.365838777676763	0.40386576597145
CTB-60B18.10	0.137075599796891	2.89956942536621	0.817440996823052	0.365929422119582	0.403890324788062
ERI3-IT1	-0.118855846983424	3.51573333251113	0.814363572536422	0.366833295880112	0.404812299041686
CTC-353G13.1	0.202262966817585	4.82017761661971	0.813960129493125	0.366952021358667	0.404867654357797
RP5-1017F8.2	-0.206305865042983	3.33317199661021	0.797833796857276	0.371741818810562	0.410075740720413
AC097467.2	0.140661657451223	3.0818382742364	0.793213512376269	0.373130195342941	0.411530407825937
FLJ46284	0.0945355606426102	5.78968021673883	0.792484731308377	0.373349853276584	0.411695776582303
RP11-360I2.1	-0.139921109669998	2.58521952527071	0.791913095741165	0.373522273574565	0.411809004006312
CTC-444N24.6	-0.0664583604126907	5.81844384926084	0.787648532048252	0.374812106155641	0.413153908316047
RP11-286H14.8	-0.129326741400785	3.78895126006731	0.786800569097295	0.375069319808208	0.413360271270524
RP11-333E1.2	0.0865630480324522	4.92425936860856	0.780883779092619	0.376870984960925	0.415268364656515
RP11-144I2.1	-0.155894379759928	4.10665229716166	0.779500672163067	0.377293895490325	0.415656800908651
RP11-138E2.1	-0.110612132998703	3.26351693768364	0.7705253028073	0.380054594748805	0.418620104829638
SMC5-AS1	0.0633159194093022	5.93423610568088	0.767239349547026	0.381072438832185	0.419662952499823
ACAP2-IT1	0.0946202114642062	4.58638298310154	0.762057811753948	0.3826853020042	0.421360564671788
AC005514.2	0.15885605141443	2.28300128939507	0.756290577935033	0.384491875583794	0.423270791447111
RP1-266L20.2	0.0799334021759485	7.08093776392021	0.754707717629572	0.384989820393594	0.423739960750079
RP11-87H9.4	-0.0540931490466782	7.58274232641655	0.748173581327137	0.387055102501977	0.425933727222172
RP11-686D22.4	-0.0794954085440824	6.33201061181567	0.746908457664631	0.38745679999923	0.426296330164981
RP11-111A21.1	0.111846575364821	3.10153657626598	0.745250693163371	0.387984067881034	0.426796930111309
RP3-404F18.5	0.122919602263272	3.42424987218024	0.744387123136676	0.388259140231931	0.42701997077101
RP11-714G18.1	-0.0914631428162924	3.61723533372079	0.743857055712624	0.388428120126676	0.427126266172816
RP11-1167A19.2	-0.107660158810413	3.2006741963437	0.743258786615797	0.388618968163756	0.427256564328241
CTB-186G2.4	0.209981508982619	2.56317371453105	0.740694616873725	0.389438458395172	0.428077828894916
LINC01118	-0.151112937144091	4.2135123122021	0.7396558655646	0.389771138941758	0.428363777303384
RP11-1348G14.5	0.0910183748122471	3.49514973175873	0.737956892839748	0.390316145223041	0.428882924738008
TRAM2-AS1	-0.0513458684307921	9.62756768015546	0.736602785000741	0.390751305187612	0.429281201327042
RP11-104N10.2	0.075783223497444	7.98522518065662	0.735421326715368	0.39113154979642	0.429619010704587
RP4-665N4.8	0.0990779293379187	3.4685940276326	0.733883686153149	0.39162722391718	0.430083458662999
RP5-884C9.2	-0.139627786192938	3.71367642214218	0.733255153027358	0.391830097299126	0.430226241084295
RP11-381P6.1	0.181705339289414	3.77006972820227	0.732770133993881	0.391986751285768	0.430318231333419
PRKAG2-AS1	-0.0887175332382463	8.37326103168465	0.730611662039109	0.392684996852188	0.431004629444641
RP11-21B21.4	-0.0998224446637923	3.99799192800906	0.730134466984737	0.392839605983283	0.431094196865134
RP4-704D23.1	0.303628527341244	4.56232687062976	0.726152154029705	0.394133275617639	0.432433480587543
PINK1-AS	-0.0538896284933723	9.27862782050236	0.719848153359635	0.39619372211541	0.434613399422533
RP11-131L23.1	0.0875831417445056	4.48936137327913	0.707277582924235	0.400349072528676	0.439090132481767
LA16c-380A1.2	-0.102930052088154	5.4079764566417	0.704645137434227	0.401227248873652	0.439971570027654
RP11-21L23.4	0.223357211493669	3.61684319000847	0.696901512678323	0.40382679359341	0.442739921308779
RP11-356I2.4	-0.0723416647129712	6.90944025788482	0.693905003900682	0.404839311633891	0.443767613736426
RP11-20G13.3	0.182576153034073	2.97303474695697	0.693623956289912	0.404934467352637	0.443789537809451
CTD-2353F22.1	0.111509119484589	4.59334904144577	0.685654955892232	0.407646235102391	0.446678607956879
AC016757.3	0.126752840450004	5.2307946713426	0.6807895744696	0.409314969552838	0.448423913767998
RP11-754B17.1	-0.0967345523533168	4.19994841471272	0.679365528316566	0.40980528778526	0.448746550961924
RP13-349O20.2	-0.114072048705094	3.58108070347049	0.679347523210026	0.409811492709602	0.448746550961924
RP1-102K2.8	0.134478795109013	3.54043658344035	0.679272202640732	0.409837451200281	0.448746550961924
RP11-44I10.3	0.11517386749631	3.11040152908444	0.675956158800545	0.410982693968793	0.449917094528313
RP11-438L19.1	0.0693183978979151	5.17991277459388	0.67502964904179	0.411303519032249	0.450184852620098
RP11-20B7.1	-0.221735282066728	4.05735936524686	0.672505588695685	0.412179406389356	0.451059932307107
RP11-834C11.4	-0.0768537139893779	10.0737382230761	0.671955450252653	0.412370677755115	0.451185631303308
RP11-522B15.3	0.106219138941831	6.78219689145878	0.671494344845314	0.412531095113382	0.451275131705016
AC107072.2	0.132399678356055	3.77207453763372	0.671281071080784	0.412605323636813	0.451275131705016
RP3-331H24.6	-0.138903188927048	5.92324019329595	0.669351380420949	0.413277836747144	0.451926967776275
RP11-109P11.1	0.134079615781318	3.03846740647248	0.666492227717526	0.414277255802914	0.45290055925506
RP11-171I2.2	-0.07666816950482	5.83322442375966	0.666365713194864	0.414321561574231	0.45290055925506
AC058791.1	0.103524094207838	6.41849357925547	0.663640212808104	0.415277745255744	0.453861759343914
AC004231.2	-0.13776810324891	5.12521408856847	0.658529535945945	0.417079552829066	0.455746624621694
RP11-323F24.3	0.089175005064462	3.42181678268702	0.651846134330754	0.419453410699127	0.458211240424019
AP001172.2	-0.204677144818083	3.29893928867892	0.651742841341502	0.41949025668624	0.458211240424019
ENTPD1-AS1	0.0549421006743082	7.3818150966979	0.648809946944766	0.420538476119753	0.459271259753494
AC005009.1	0.155422569949632	2.98174581572402	0.646918823940041	0.421216439143849	0.459926603761913
CTA-276F8.2	-0.148134994640757	2.90822318767593	0.639985603597097	0.423716010360262	0.462499972666533
SNHG22	0.0837652448754864	5.66711225930205	0.639947345177461	0.423729864881616	0.462499972666533
CTD-3064M3.3	-0.0934745691857488	5.51554683716966	0.636453791953272	0.424997855320545	0.463798250908855
RP11-214K3.21	0.0877123257733155	4.13783537477495	0.634164585657118	0.425831818864417	0.464622485290905
RP1-283E3.8	0.0649084830229253	7.92242939514544	0.630206611892163	0.42727953743836	0.466115955768246
AC137934.1	0.0881292979573397	4.91838256406318	0.629986941844891	0.427360103754506	0.466117734146723
RP11-2H3.7	-0.130035178850856	3.18927427910092	0.625504960023818	0.429008934083844	0.467783825257462
RP11-439K3.3	-0.0993335187111499	3.55731260870999	0.625404242953664	0.429046096120984	0.467783825257462
RP11-197K6.1	0.255684058197786	3.70233407084018	0.624282621439761	0.429460274889459	0.46813927541107
RP11-126O1.6	0.169471922398875	2.92782414725712	0.624092155302833	0.429530667938556	0.46813927541107
AF011889.2	0.108169055377334	5.20924955053566	0.620864139132664	0.430726347660509	0.469309079793011
HEIH	0.044390060456698	11.1509748893643	0.620765539921422	0.430762948768522	0.469309079793011
RP11-544A12.4	0.112426142894024	3.27614535705621	0.608291975240036	0.435431637351209	0.474297807921906
RP11-399E6.1	0.121230424866667	3.16655162302202	0.608104014457012	0.435502576554204	0.474297807921906
RP11-415F23.3	-0.073046538528304	4.9084173040361	0.602516982861061	0.437619291368411	0.476515197405581
RP11-95O2.5	0.0810269564226504	5.11974174346853	0.598476157182176	0.439160032500299	0.478104718273279
RP11-474I11.7	0.14273962221523	2.58195387280296	0.597273870689833	0.439620062342409	0.478422088198598
RP11-467D18.2	0.0929489518840044	3.38258754633742	0.597268039587789	0.439622295293802	0.478422088198598
RP11-752G15.8	0.0918601464866809	4.0019495752077	0.597079222154434	0.439694610102251	0.478422088198598
RP11-572O6.1	-0.0704677820177507	3.97966955574699	0.596353620197306	0.439972676955684	0.478636451257059
LINC00323	0.115253174407839	5.65038681568106	0.595444486076303	0.440321458814958	0.478927650451709
RP11-554A11.9	-0.131450389022417	4.52655260088995	0.593056889639229	0.441239467047242	0.47983776296758
CTD-2006K23.1	0.136359124311932	3.96128529844141	0.586497400825692	0.443776757269039	0.48250814797895
GS1-358P8.4	0.0666619443940195	12.2785350664901	0.582452958193926	0.445352442677669	0.484132211710536
RP5-1159O4.2	-0.0770208798152334	6.59894365372108	0.580570768762982	0.446088684736003	0.484843306343843
RP11-661O13.1	0.0624663491426576	4.6367947408615	0.579771949059023	0.446401723500365	0.485094254190219
RP11-303E16.6	-0.115245507127746	2.76267977520573	0.572597997057755	0.449228384561978	0.488076101350226
CTC-537E7.3	0.158532264734497	4.15429381374679	0.568612598068967	0.450810760215198	0.489662168369176
SNHG18	0.0960000418560421	9.16042919177106	0.568503855716017	0.450854057480646	0.489662168369176
RP11-108L7.4	-0.0871795842532782	3.01489155584511	0.567831144036745	0.451122051352338	0.489863132261044
PSMA3-AS1	-0.0342237742073524	11.6700374796497	0.567044748737771	0.451435650043308	0.490113534382374
RP11-755B10.4	-0.0695640614961403	4.21470688375991	0.566487886130062	0.45165792185212	0.490242559979085
RP11-12J10.4	0.0661826401276329	4.47262602263086	0.566331093245708	0.451720536637799	0.490242559979085
RP11-186B7.4	-0.0525660810098838	7.18710650460875	0.565146127008347	0.452194188929244	0.490588526501733
RP3-508I15.19	-0.062135132075301	5.07510138338363	0.56511790720333	0.452205478365611	0.490588526501733
RP11-18C24.8	0.0693116180825581	3.89101335035432	0.556880132114202	0.455520023092182	0.494093632689076
RP11-38L15.3	-0.084704357538024	4.94689536268017	0.553870228354754	0.456740618806518	0.49532660313177
RP1-122P22.2	-0.0755627782341051	6.2352960858924	0.548862107420518	0.458783009481623	0.497450178293975
AL157871.2	-0.139548660120302	2.3786748636924	0.546285028400007	0.459839615096359	0.498439344440576
RERG-IT1	-0.122569623612812	5.41980877879527	0.546050823822043	0.459935830253812	0.498439344440576
MIF-AS1	-0.0723201274297604	6.23408893683333	0.545958284293192	0.459973855832798	0.498439344440576
RP11-128N14.4	-0.104883769960677	2.86897326952487	0.54581455477296	0.460032925859634	0.498439344440576
RP11-359D14.2	-0.120581819683163	3.85977980567684	0.544465432904417	0.460587975341213	0.498949182606836
LINC00472	-0.112601316788753	8.4120922985816	0.54393594607518	0.460806104650518	0.499093919288574
RP11-815I9.4	-0.0628972225982349	7.05614765760902	0.540998224481427	0.462019324076188	0.500316176172728
AC008982.2	-0.0861186733142985	5.05302349630188	0.539863630472382	0.462489247893331	0.500710739654641
RP11-354E23.5	-0.109633910814797	2.85772252764834	0.539709185687343	0.462553274312628	0.500710739654641
RP11-137H2.4	0.100594471617333	4.58314764675881	0.539277179243982	0.462732441248457	0.500812878587269
RP4-739H11.3	0.0791028170146259	3.33421611796444	0.53659397480169	0.463847731641211	0.501927955899093
RP11-162A12.4	0.0676034859331131	5.91948282232562	0.534220186837047	0.464837989166146	0.502907351781988
RP11-139H15.5	0.0869134648704799	4.13956123262234	0.533807527996487	0.465010479726073	0.503001810364987
LINC01465	-0.0535059151478874	5.64212619618969	0.533047660141165	0.465328370636008	0.503253485092605
RP11-342K6.3	-0.0919591500163468	2.89401120939203	0.532809190239277	0.465428206197095	0.50326928357331
AC000123.4	0.0478304501079602	6.39159238674348	0.528209442770958	0.467360621151725	0.505266288520859
PITPNA-AS1	0.054228715500872	7.97852697910216	0.527487576483963	0.467665053897526	0.505502863493482
LMO7-AS1	0.0962557766899206	5.95715611071822	0.526136968197079	0.468235501594985	0.506026836917714
RP11-383B4.4	-0.0871583337694339	3.46281047741896	0.524042376847774	0.469122394479946	0.506892541519503
AC090587.5	0.0655194611996737	4.64831781199715	0.523554116141213	0.469329522328383	0.507023569218643
AC002511.2	0.186024353356263	3.15346572232287	0.52268380688156	0.469699086323938	0.507329999038385
U91328.22	-0.0849940494456789	3.50119185091662	0.519453858615407	0.471074743360929	0.508722816303271
RP11-546B15.1	-0.0808595634650912	4.15618987246807	0.518577233968927	0.471449225251764	0.509034133317181
LINC00908	-0.133223460024911	6.28268683183303	0.513808826879995	0.473494676296779	0.511149188945609
CTC-338M12.5	-0.0746782271893762	6.21487301011178	0.500946106337778	0.47908470601997	0.517089232141825
RP11-245J9.6	-0.0869955952373021	3.03978946966039	0.500251898507713	0.479389461082336	0.517323605206724
RP1-20C7.6	0.0594846455615444	5.16968204063763	0.499194194263964	0.47985440035149	0.517730720642344
RP11-114H23.1	-0.178044234820224	4.14351316881247	0.494686236001144	0.48184429581796	0.519782712240602
RP11-524F11.2	0.0907761664417887	3.13299876873815	0.492340530700631	0.482885100915382	0.520810323453028
